This file was created by CMPT_ME_PRIOR_RETS_DAILY using the 201803 CRSP database.  It
contains a momentum factor, constructed from six value-weight portfolios formed
using independent sorts on size and prior return of NYSE, AMEX, and NASDAQ stocks.
MOM is the average of the returns on two (big and small) high prior return portfolios
minus the average of the returns on two low prior return portfolios.  The portfolios
are constructed daily.  Big means a firm is above the median market cap on the NYSE
at the end of the previous day; small firms are below the median NYSE market cap.
Prior return is measured from day - 250 to - 21.  Firms in the low prior return
portfolio are below the 30th NYSE percentile.  Those in the high portfolio are above
the 70th NYSE percentile.

Missing data are indicated by -99.99 or -999.

,Mom   
19680712,  -0.20
19680715,   0.23
19680716,  -0.08
19680718,   0.39
19680719,  -1.16
19680722,  -1.04
19680723,   0.27
19680725,  -0.77
19680726,  -0.24
19680729,  -0.54
19680730,   0.53
19680801,   0.10
19680802,  -0.20
19680805,   0.74
19680806,   0.48
19680808,   0.03
19680809,   0.18
19680812,   0.71
19680813,   0.59
19680815,   0.25
19680816,   0.07
19680819,   0.52
19680820,   0.26
19680822,  -0.35
19680823,  -0.70
19680826,   0.00
19680827,  -0.34
19680829,  -0.03
19680830,  -0.08
19680903,   0.11
19680904,  -0.08
19680905,  -0.39
19680906,  -0.16
19680909,  -0.22
19680910,   0.02
19680912,   0.33
19680913,   0.33
19680916,  -0.23
19680917,  -0.18
19680919,  -0.11
19680920,  -0.77
19680923,   0.14
19680924,  -0.03
19680926,   0.06
19680927,   0.10
19680930,   0.09
19681001,  -0.82
19681003,  -0.41
19681004,   0.24
19681007,  -0.29
19681008,  -0.20
19681010,  -0.37
19681011,   0.05
19681014,  -0.41
19681015,  -0.48
19681017,   0.16
19681018,  -0.02
19681021,  -0.10
19681022,   0.19
19681024,   0.26
19681025,   0.26
19681028,  -0.16
19681029,   0.09
19681031,   0.18
19681101,  -0.04
19681104,  -0.48
19681106,   0.27
19681107,  -0.08
19681108,   0.20
19681112,   0.03
19681113,   0.21
19681114,  -0.03
19681115,   0.45
19681118,  -0.19
19681119,   0.07
19681121,   0.47
19681122,   0.08
19681125,   0.10
19681126,  -0.07
19681127,   0.44
19681129,   0.06
19681202,  -0.16
19681203,   0.20
19681205,   0.35
19681206,  -0.02
19681209,  -0.15
19681210,  -0.03
19681212,   0.48
19681213,   0.31
19681216,   0.12
19681217,  -0.28
19681219,  -0.33
19681220,   0.27
19681223,  -0.21
19681224,  -0.73
19681226,  -0.28
19681227,  -0.09
19681230,  -0.26
19681231,   0.40
19690102,  -1.03
19690103,  -0.52
19690106,  -0.34
19690107,  -0.58
19690108,  -0.20
19690109,   0.13
19690110,   0.31
19690113,  -0.50
19690114,   0.21
19690115,   0.64
19690116,   0.21
19690117,  -0.05
19690120,   0.29
19690121,   0.03
19690122,   0.30
19690123,   0.47
19690124,   0.09
19690127,   0.15
19690128,   0.20
19690129,  -0.05
19690130,  -0.23
19690131,   0.12
19690203,   0.21
19690204,  -0.04
19690205,  -0.16
19690206,  -0.07
19690207,   0.02
19690211,  -0.17
19690212,   0.12
19690213,  -0.22
19690214,   0.13
19690217,  -0.16
19690218,  -0.94
19690219,   0.01
19690220,  -0.44
19690224,  -0.36
19690225,  -0.10
19690226,   0.22
19690227,  -0.20
19690228,   0.24
19690303,  -0.04
19690304,   0.58
19690305,   0.03
19690306,  -0.39
19690307,   0.10
19690310,   0.14
19690311,   0.49
19690312,   0.14
19690313,   0.32
19690314,  -0.17
19690317,  -0.08
19690318,   0.39
19690319,   0.48
19690320,   0.25
19690321,   0.23
19690324,   0.19
19690325,   0.38
19690326,   0.77
19690327,   0.46
19690328,   0.18
19690401,  -0.07
19690402,  -0.13
19690403,   0.19
19690407,  -0.09
19690408,   0.49
19690409,   0.43
19690410,   0.16
19690411,   0.14
19690414,  -0.22
19690415,   0.02
19690416,  -0.44
19690417,   0.12
19690418,   0.09
19690421,  -0.25
19690422,   0.01
19690423,   0.41
19690424,  -0.19
19690425,  -0.04
19690428,   0.22
19690429,   0.37
19690430,   0.35
19690501,   0.14
19690502,  -0.02
19690505,   0.22
19690506,   0.23
19690507,  -0.19
19690508,  -0.06
19690509,   0.03
19690512,  -0.02
19690513,   0.17
19690514,   0.23
19690515,   0.08
19690516,  -0.05
19690519,  -0.13
19690520,   0.12
19690521,   0.26
19690522,   0.24
19690523,  -0.22
19690526,  -0.03
19690527,  -0.17
19690528,   0.16
19690529,   0.51
19690602,   0.00
19690603,  -0.03
19690604,   0.16
19690605,  -0.18
19690606,  -0.10
19690609,  -0.08
19690610,  -0.09
19690611,   0.07
19690612,  -0.59
19690613,   0.12
19690616,  -0.43
19690617,  -0.28
19690618,   0.09
19690619,  -0.31
19690620,  -0.12
19690623,  -0.10
19690624,  -0.07
19690625,  -0.11
19690626,   0.14
19690627,  -0.03
19690630,  -0.45
19690701,   0.42
19690702,   0.41
19690703,   0.00
19690707,   0.19
19690708,   0.46
19690709,   0.09
19690710,   0.49
19690711,  -0.24
19690714,   0.24
19690715,  -0.16
19690716,  -0.21
19690717,   0.44
19690718,   0.43
19690722,   0.59
19690723,  -0.04
19690724,   0.25
19690725,   0.33
19690728,   0.40
19690729,   0.00
19690730,  -0.25
19690731,  -0.30
19690801,  -0.53
19690804,   0.52
19690805,   0.34
19690806,   0.25
19690807,   0.01
19690808,   0.16
19690811,   0.27
19690812,   0.46
19690813,   0.46
19690814,   0.18
19690815,  -0.04
19690818,  -0.23
19690819,  -0.49
19690820,   0.21
19690821,   0.13
19690822,  -0.13
19690825,   0.09
19690826,   0.28
19690827,  -0.42
19690828,  -0.01
19690829,  -0.62
19690902,  -0.03
19690903,   0.28
19690904,   0.62
19690905,   0.16
19690908,   0.42
19690909,   0.05
19690910,  -0.36
19690911,   0.17
19690912,   0.06
19690915,   0.16
19690916,   0.09
19690917,   0.27
19690918,  -0.02
19690919,   0.08
19690922,   0.32
19690923,  -0.14
19690924,   0.28
19690925,   0.02
19690926,   0.02
19690929,   0.44
19690930,   0.16
19691001,   0.26
19691002,  -0.17
19691003,   0.09
19691006,   0.12
19691007,   0.05
19691008,   0.47
19691009,   0.01
19691010,  -0.35
19691013,  -1.25
19691014,  -1.15
19691015,   0.02
19691016,  -0.35
19691017,  -0.15
19691020,  -0.17
19691021,  -0.38
19691022,  -0.47
19691023,   0.42
19691024,  -0.02
19691027,  -0.07
19691028,   0.06
19691029,   0.50
19691030,  -0.36
19691031,  -0.30
19691103,   0.06
19691104,  -0.11
19691105,  -0.23
19691106,   0.19
19691107,   0.33
19691110,   0.14
19691111,   0.34
19691112,  -0.04
19691113,   0.42
19691114,   0.35
19691117,   0.29
19691118,   0.01
19691119,   0.17
19691120,   0.19
19691121,   0.19
19691124,   0.42
19691125,   0.35
19691126,   0.50
19691128,  -0.10
19691201,   1.20
19691202,   0.77
19691203,   0.80
19691204,   0.37
19691205,   0.30
19691208,   1.08
19691209,   0.65
19691210,   0.55
19691211,   0.15
19691212,   0.08
19691215,   0.20
19691216,   0.29
19691217,  -0.13
19691218,  -0.13
19691219,  -0.50
19691222,   0.71
19691223,   0.48
19691224,  -1.59
19691226,  -0.72
19691229,   1.12
19691230,   0.55
19691231,  -0.03
19700102,  -3.41
19700105,  -1.52
19700106,   0.40
19700107,   0.11
19700108,   0.33
19700109,   0.80
19700112,   0.84
19700113,   0.58
19700114,   0.89
19700115,   0.47
19700116,   0.28
19700119,  -0.41
19700120,   0.37
19700121,  -0.05
19700122,  -0.03
19700123,   1.06
19700126,   0.18
19700127,   0.05
19700128,   0.13
19700129,   0.43
19700130,  -0.38
19700202,  -0.29
19700203,  -0.27
19700204,   0.67
19700205,   0.56
19700206,   0.13
19700209,   0.71
19700210,   0.49
19700211,   0.48
19700212,   0.31
19700213,   0.41
19700216,   0.04
19700217,   0.53
19700218,  -0.86
19700219,  -0.63
19700220,  -0.74
19700224,  -0.42
19700225,  -0.70
19700226,   0.11
19700227,  -0.65
19700302,  -0.60
19700303,  -0.26
19700304,   0.02
19700305,  -0.40
19700306,   0.26
19700309,  -0.27
19700310,   0.63
19700311,  -0.15
19700312,  -0.18
19700313,  -0.36
19700316,   0.06
19700317,   0.35
19700318,   0.05
19700319,  -0.01
19700320,  -0.12
19700323,   0.36
19700324,   0.41
19700325,  -0.89
19700326,  -0.02
19700330,   0.37
19700331,   0.66
19700401,  -0.04
19700402,  -0.06
19700403,  -0.43
19700406,  -0.23
19700407,   0.42
19700408,   0.24
19700409,  -0.01
19700410,   0.11
19700413,   0.14
19700414,   0.04
19700415,  -0.27
19700416,  -0.12
19700417,  -0.26
19700420,   0.47
19700421,   0.57
19700422,  -0.11
19700423,   0.12
19700424,  -0.01
19700427,   0.33
19700428,   0.32
19700429,  -0.49
19700430,   0.33
19700501,   0.06
19700504,   0.15
19700505,  -0.23
19700506,  -0.48
19700507,  -0.01
19700508,  -0.02
19700511,   0.32
19700512,  -0.26
19700513,   0.21
19700514,   0.37
19700515,  -0.82
19700518,   0.07
19700519,   0.30
19700520,   0.18
19700521,   0.59
19700522,   0.04
19700525,   1.16
19700526,  -0.41
19700527,  -3.27
19700528,  -0.69
19700529,  -0.98
19700601,  -0.13
19700602,  -0.25
19700603,  -1.72
19700604,   1.49
19700605,   1.39
19700608,  -0.36
19700609,   0.15
19700610,   0.71
19700611,   0.62
19700612,   0.39
19700615,  -0.13
19700616,  -0.19
19700617,   0.63
19700618,   0.68
19700619,   0.29
19700622,   1.30
19700623,   1.81
19700624,   0.56
19700625,   0.15
19700626,   0.57
19700629,   0.56
19700630,   0.54
19700701,   0.86
19700702,   0.45
19700706,   0.81
19700707,   0.48
19700708,  -0.69
19700709,  -0.66
19700710,   0.22
19700713,  -0.11
19700714,   0.38
19700715,  -0.27
19700716,  -0.34
19700717,  -1.72
19700720,  -0.39
19700721,   0.37
19700722,  -0.19
19700723,  -0.59
19700724,  -0.26
19700727,  -0.20
19700728,  -0.98
19700729,  -0.30
19700730,   0.08
19700731,  -0.01
19700803,   0.59
19700804,  -0.38
19700805,   0.26
19700806,   0.00
19700807,  -0.33
19700810,   0.88
19700811,   0.34
19700812,   0.06
19700813,  -0.14
19700814,   0.14
19700817,   0.02
19700818,  -0.51
19700819,  -0.41
19700820,  -0.62
19700821,  -1.18
19700824,  -1.13
19700825,  -1.21
19700826,  -1.57
19700827,  -0.53
19700828,  -1.28
19700831,  -0.23
19700901,   0.64
19700902,  -0.56
19700903,  -1.43
19700904,  -1.81
19700908,  -1.64
19700909,   0.63
19700910,   0.56
19700911,  -1.39
19700914,   0.61
19700915,   1.05
19700916,  -1.22
19700917,  -1.11
19700918,  -0.81
19700921,   1.19
19700922,   0.36
19700923,  -0.85
19700924,  -1.75
19700925,  -0.08
19700928,  -0.31
19700929,  -0.78
19700930,   0.58
19701001,   0.19
19701002,  -1.17
19701005,  -0.31
19701006,   1.23
19701007,   0.07
19701008,   1.86
19701009,   0.57
19701012,   0.55
19701013,   0.40
19701014,   0.41
19701015,   0.44
19701016,   1.21
19701019,   1.38
19701020,  -0.35
19701021,   0.51
19701022,   0.90
19701023,   0.33
19701026,   0.79
19701027,   0.55
19701028,  -0.44
19701029,   0.82
19701030,   0.38
19701102,  -0.19
19701103,  -0.53
19701104,   0.68
19701105,   0.62
19701106,   0.28
19701109,  -0.28
19701110,   0.07
19701111,   0.25
19701112,   0.97
19701113,   0.67
19701116,   0.21
19701117,   0.54
19701118,   0.96
19701119,   0.18
19701120,  -0.25
19701123,   0.43
19701124,   0.18
19701125,   0.17
19701127,  -0.83
19701130,  -1.89
19701201,   0.35
19701202,  -0.77
19701203,   0.01
19701204,   0.04
19701207,  -0.49
19701208,   0.35
19701209,   0.02
19701210,   0.07
19701211,   0.09
19701214,   0.99
19701215,   0.42
19701216,   0.07
19701217,   0.05
19701218,   0.02
19701221,   0.38
19701222,  -0.04
19701223,  -0.76
19701224,  -1.47
19701228,  -0.56
19701229,  -1.26
19701230,   0.03
19701231,   0.08
19710104,  -0.05
19710105,  -1.46
19710106,  -0.99
19710107,   0.61
19710108,   0.45
19710111,  -0.68
19710112,  -1.43
19710113,  -0.05
19710114,  -0.18
19710115,   0.07
19710118,   0.01
19710119,   0.41
19710120,  -0.14
19710121,  -0.67
19710122,  -0.60
19710125,  -0.77
19710126,  -0.58
19710127,   0.06
19710128,  -0.36
19710129,  -0.33
19710201,  -0.90
19710202,  -0.27
19710203,  -0.77
19710204,  -0.12
19710205,   0.04
19710208,  -0.69
19710209,   0.58
19710210,   0.28
19710211,  -0.04
19710212,  -0.10
19710216,  -0.22
19710217,   0.61
19710218,   0.84
19710219,   0.93
19710222,   0.50
19710223,  -0.44
19710224,  -0.30
19710225,   1.04
19710226,   0.21
19710301,  -0.10
19710302,   0.36
19710303,   0.30
19710304,  -0.36
19710305,  -0.05
19710308,  -0.10
19710309,  -0.34
19710310,  -0.56
19710311,   0.28
19710312,  -0.57
19710315,  -0.66
19710316,  -0.08
19710317,  -0.18
19710318,  -0.01
19710319,   0.45
19710322,   0.30
19710323,   0.11
19710324,   0.06
19710325,  -0.10
19710326,   0.23
19710329,  -0.06
19710330,   0.06
19710331,   0.14
19710401,  -0.02
19710402,  -0.25
19710405,   0.53
19710406,   0.37
19710407,   0.35
19710408,   0.11
19710412,   0.32
19710413,   0.17
19710414,  -0.20
19710415,   0.09
19710416,  -0.10
19710419,   0.10
19710420,   0.34
19710421,   0.49
19710422,  -0.13
19710423,   0.42
19710426,   0.54
19710427,  -0.20
19710428,   0.08
19710429,  -0.18
19710430,   0.16
19710503,  -0.22
19710504,  -0.22
19710505,   0.18
19710506,  -0.10
19710507,  -0.25
19710510,  -0.03
19710511,   0.36
19710512,   0.32
19710513,   0.42
19710514,   0.04
19710517,  -0.79
19710518,  -0.04
19710519,   0.40
19710520,   0.45
19710521,   0.20
19710524,  -0.19
19710525,   0.16
19710526,   0.14
19710527,   0.31
19710528,   0.26
19710601,   0.41
19710602,   1.05
19710603,   0.52
19710604,   0.24
19710607,   0.30
19710608,  -0.28
19710609,   0.25
19710610,   0.06
19710611,  -0.23
19710614,  -0.07
19710615,   0.04
19710616,   0.53
19710617,  -0.04
19710618,  -0.86
19710621,  -0.84
19710622,  -0.40
19710623,   0.48
19710624,   0.06
19710625,  -0.09
19710628,   0.22
19710629,   0.62
19710630,   0.30
19710701,  -0.09
19710702,   0.03
19710706,   0.01
19710707,   0.59
19710708,   0.30
19710709,   0.24
19710712,  -0.04
19710713,  -0.37
19710714,   0.13
19710715,   0.21
19710716,  -0.19
19710719,  -0.19
19710720,   0.44
19710721,   0.01
19710722,  -0.22
19710723,  -0.07
19710726,  -0.50
19710727,  -0.55
19710728,  -0.53
19710729,  -0.49
19710730,  -0.38
19710802,  -0.42
19710803,  -1.41
19710804,  -0.11
19710805,   0.41
19710806,   0.41
19710809,  -0.32
19710810,   0.07
19710811,   1.41
19710812,   1.13
19710813,   0.09
19710816,   1.50
19710817,   0.91
19710818,   0.29
19710819,   0.17
19710820,   0.11
19710823,   0.01
19710824,  -0.06
19710825,   0.24
19710826,   0.05
19710827,   0.11
19710830,  -0.39
19710831,   0.04
19710901,   0.00
19710902,   0.09
19710903,  -0.41
19710907,   0.21
19710908,   0.10
19710909,   0.42
19710910,   0.15
19710913,  -0.07
19710914,   0.00
19710915,   0.14
19710916,   0.39
19710917,  -0.09
19710920,   0.30
19710921,  -0.11
19710922,   0.21
19710923,   0.25
19710924,   0.25
19710927,  -0.08
19710928,   0.27
19710929,   0.17
19710930,   0.17
19711001,   0.08
19711004,  -0.06
19711005,  -0.10
19711006,   0.29
19711007,  -0.04
19711008,   0.23
19711011,  -0.37
19711012,  -0.15
19711013,   0.39
19711014,  -0.12
19711015,  -0.33
19711018,  -0.40
19711019,  -0.53
19711020,  -0.11
19711021,   0.17
19711022,   0.09
19711025,  -0.15
19711026,   0.24
19711027,  -0.01
19711028,   0.19
19711029,   0.36
19711101,   0.00
19711102,   0.26
19711103,   0.30
19711104,   0.50
19711105,  -0.02
19711108,   0.09
19711109,   0.36
19711110,  -0.24
19711111,  -0.51
19711112,  -0.28
19711115,  -0.18
19711116,   0.39
19711117,   0.19
19711118,   0.21
19711119,  -0.41
19711122,  -0.37
19711123,   0.07
19711124,   0.03
19711126,   0.05
19711129,   0.41
19711130,   0.30
19711201,   0.85
19711202,   0.17
19711203,  -0.53
19711206,   0.45
19711207,   0.47
19711208,   0.89
19711209,  -0.17
19711210,  -0.34
19711213,  -0.28
19711214,  -0.02
19711215,  -0.04
19711216,  -0.21
19711217,  -0.35
19711220,   0.05
19711221,   0.08
19711222,   0.05
19711223,  -0.24
19711227,  -0.51
19711228,  -0.67
19711229,  -0.55
19711230,  -0.16
19711231,  -0.29
19720103,  -0.91
19720104,  -0.59
19720105,  -0.69
19720106,  -0.29
19720107,  -0.04
19720110,  -0.14
19720111,  -0.12
19720112,  -0.14
19720113,  -0.03
19720114,  -0.03
19720117,   0.04
19720118,   0.16
19720119,   0.44
19720120,   0.22
19720121,   0.29
19720124,  -0.06
19720125,  -0.04
19720126,   0.29
19720127,   0.32
19720128,   0.66
19720131,   0.25
19720201,  -0.03
19720202,   0.15
19720203,   0.46
19720204,   0.21
19720207,  -0.22
19720208,   0.24
19720209,   0.42
19720210,   0.28
19720211,   0.24
19720214,  -0.12
19720215,   0.10
19720216,   0.33
19720217,   0.32
19720218,  -0.04
19720222,   0.02
19720223,  -0.02
19720224,  -0.36
19720225,  -0.08
19720228,  -0.40
19720229,   0.56
19720301,   0.56
19720302,   0.26
19720303,   0.26
19720306,  -0.14
19720307,   0.20
19720308,  -0.03
19720309,   0.15
19720310,  -0.15
19720313,  -0.23
19720314,  -0.06
19720315,   0.11
19720316,   0.07
19720317,   0.07
19720320,   0.06
19720321,   0.06
19720322,   0.48
19720323,   0.48
19720324,   0.36
19720327,   0.50
19720328,   0.30
19720329,   0.21
19720330,  -0.02
19720403,   0.53
19720404,   0.57
19720405,   0.54
19720406,   0.36
19720407,   0.45
19720410,   0.19
19720411,   0.06
19720412,   0.16
19720413,   0.12
19720414,  -0.01
19720417,   0.06
19720418,   0.22
19720419,  -0.05
19720420,  -0.08
19720421,  -0.23
19720424,   0.04
19720425,  -0.16
19720426,  -0.02
19720427,   0.16
19720428,   0.09
19720501,  -0.27
19720502,   0.11
19720503,  -0.13
19720504,   0.09
19720505,   0.54
19720508,  -0.24
19720509,  -0.10
19720510,   0.40
19720511,   0.23
19720512,   0.37
19720515,   0.67
19720516,   0.25
19720517,   0.30
19720518,   0.93
19720519,   0.57
19720522,   0.25
19720523,   0.30
19720524,   0.34
19720525,   0.14
19720526,  -0.28
19720530,  -0.68
19720531,  -0.10
19720601,   0.11
19720602,   0.07
19720605,  -0.12
19720606,   0.16
19720607,   0.11
19720608,   0.06
19720609,  -0.11
19720612,  -0.13
19720613,   0.30
19720614,   0.72
19720615,  -0.17
19720616,   0.19
19720619,   0.04
19720620,   0.43
19720621,   0.03
19720622,   0.07
19720623,   0.22
19720626,  -0.03
19720627,  -0.01
19720628,   0.19
19720629,   0.02
19720630,  -0.18
19720703,   0.02
19720705,   0.49
19720706,   0.43
19720707,  -0.03
19720710,  -0.16
19720711,  -0.12
19720712,  -0.44
19720713,  -0.11
19720714,   0.39
19720717,  -0.13
19720718,  -0.02
19720719,   0.20
19720720,  -0.20
19720721,   0.61
19720724,   0.55
19720725,   0.32
19720726,   0.45
19720727,   0.18
19720728,   0.00
19720731,   0.17
19720801,   0.63
19720802,   0.21
19720803,   0.34
19720804,  -0.26
19720807,  -0.27
19720808,   0.22
19720809,   0.16
19720810,  -0.16
19720811,  -0.23
19720814,  -0.23
19720815,  -0.42
19720816,  -0.26
19720817,  -0.14
19720818,  -0.49
19720821,  -0.90
19720822,  -0.87
19720823,  -0.55
19720824,  -0.32
19720825,  -0.10
19720828,  -0.32
19720829,   0.09
19720830,   0.01
19720831,   0.22
19720901,   0.14
19720905,  -0.14
19720906,   0.22
19720907,   0.13
19720908,   0.04
19720911,  -0.34
19720912,  -0.52
19720913,   0.35
19720914,   0.24
19720915,  -0.02
19720918,  -0.07
19720919,   0.20
19720920,   0.18
19720921,   0.22
19720922,  -0.09
19720925,  -0.06
19720926,   0.16
19720927,   0.52
19720928,   0.64
19720929,  -0.02
19721002,   0.13
19721003,   0.19
19721004,   0.31
19721005,  -0.51
19721006,   0.18
19721009,  -0.23
19721010,  -0.19
19721011,   0.14
19721012,  -0.16
19721013,  -0.18
19721016,  -0.56
19721017,   0.17
19721018,   0.36
19721019,   0.24
19721020,   0.46
19721023,   0.15
19721024,   0.34
19721025,  -0.06
19721026,   0.12
19721027,  -0.06
19721030,   0.03
19721031,   0.14
19721101,   0.06
19721102,  -0.08
19721103,  -0.45
19721106,  -0.79
19721108,  -0.45
19721109,  -0.05
19721110,  -0.26
19721113,  -0.24
19721114,   0.29
19721115,  -0.55
19721116,  -0.29
19721117,  -0.23
19721120,  -0.23
19721121,  -0.36
19721122,  -0.27
19721124,  -0.33
19721127,  -0.25
19721128,  -0.10
19721129,  -0.12
19721130,  -0.31
19721201,   0.01
19721204,   0.03
19721205,   0.22
19721206,   0.07
19721207,   0.39
19721208,   0.36
19721211,   0.39
19721212,   0.54
19721213,   0.39
19721214,   1.08
19721215,   0.07
19721218,   0.57
19721219,   0.54
19721220,   0.36
19721221,   0.00
19721222,  -0.24
19721226,   0.59
19721227,   0.58
19721229,  -0.33
19730102,  -0.78
19730103,   0.06
19730104,   0.06
19730105,   0.53
19730108,   0.49
19730109,   0.58
19730110,   0.08
19730111,   0.32
19730112,   0.05
19730115,   0.01
19730116,   0.12
19730117,   0.11
19730118,   0.31
19730119,   0.17
19730122,   0.51
19730123,   0.09
19730124,   0.40
19730126,  -0.28
19730129,   0.19
19730130,   0.21
19730131,   0.14
19730201,   0.05
19730202,  -0.22
19730205,  -0.19
19730206,   0.37
19730207,   0.15
19730208,   0.25
19730209,   0.31
19730212,  -0.32
19730213,   0.45
19730214,   0.51
19730215,   0.00
19730216,   0.13
19730220,   0.32
19730221,   0.61
19730222,   0.37
19730223,  -0.01
19730226,  -0.05
19730227,   0.09
19730228,   0.52
19730301,   0.63
19730302,   0.14
19730305,  -0.19
19730306,   0.00
19730307,  -0.37
19730308,   0.58
19730309,   0.14
19730312,   0.27
19730313,   0.44
19730314,   0.51
19730315,   0.51
19730316,   0.46
19730319,   0.04
19730320,   0.26
19730321,   0.36
19730322,   0.13
19730323,  -0.30
19730326,  -0.48
19730327,  -0.32
19730328,   0.39
19730329,   0.10
19730330,   0.12
19730402,   0.29
19730403,   0.56
19730404,   0.18
19730405,   0.50
19730406,  -0.06
19730409,  -0.19
19730410,   0.14
19730411,   0.14
19730412,   0.45
19730413,   0.51
19730416,   0.35
19730417,   0.53
19730418,   0.67
19730419,  -0.02
19730423,   1.14
19730424,   1.41
19730425,   0.74
19730426,  -0.21
19730427,   0.51
19730430,  -0.02
19730501,   0.54
19730502,  -0.89
19730503,   0.10
19730504,  -0.01
19730507,   0.41
19730508,   0.30
19730509,  -0.06
19730510,   0.44
19730511,   0.38
19730514,   0.74
19730515,  -0.09
19730516,   0.69
19730517,   0.81
19730518,   0.98
19730521,   1.06
19730522,   0.00
19730523,   0.39
19730524,  -0.84
19730525,  -1.14
19730529,  -0.06
19730530,   1.49
19730531,   1.18
19730601,   0.23
19730604,   0.64
19730605,   0.14
19730606,   0.18
19730607,   0.49
19730608,  -0.01
19730611,   0.24
19730612,  -1.22
19730613,  -0.44
19730614,   0.69
19730615,   0.86
19730618,   0.79
19730619,   0.48
19730620,  -0.10
19730621,   1.16
19730622,   0.58
19730625,   0.93
19730626,  -0.32
19730627,   0.03
19730628,  -0.25
19730629,  -0.22
19730702,  -0.18
19730703,  -0.33
19730705,  -0.23
19730706,  -0.01
19730709,  -0.52
19730710,  -1.42
19730711,  -2.21
19730712,  -0.75
19730713,   0.39
19730716,  -1.29
19730717,  -1.05
19730718,  -1.22
19730719,  -1.10
19730720,  -0.97
19730723,  -0.51
19730724,  -0.50
19730725,  -0.73
19730726,  -0.17
19730727,   0.17
19730730,   0.25
19730731,   0.67
19730801,   1.36
19730802,   0.00
19730803,  -0.35
19730806,  -0.51
19730807,   0.35
19730808,   0.95
19730809,  -0.36
19730810,   0.40
19730813,   0.72
19730814,   0.31
19730815,  -0.06
19730816,   0.06
19730817,   0.03
19730820,   0.45
19730821,   0.26
19730822,   0.34
19730823,  -0.40
19730824,   0.06
19730827,   0.13
19730828,   0.04
19730829,  -0.28
19730830,  -0.10
19730831,  -0.51
19730904,  -0.69
19730905,  -0.16
19730906,  -0.27
19730907,  -0.01
19730910,   0.06
19730911,   0.75
19730912,   0.23
19730913,   0.42
19730914,  -0.35
19730917,  -1.17
19730918,  -0.74
19730919,  -1.65
19730920,  -1.08
19730921,  -0.82
19730924,  -1.14
19730925,  -0.04
19730926,  -0.46
19730927,   0.01
19730928,   0.19
19731001,  -0.69
19731002,  -0.87
19731003,  -0.44
19731004,   0.19
19731005,   0.03
19731008,  -0.26
19731009,   0.30
19731010,   1.30
19731011,  -0.28
19731012,   0.60
19731015,   0.95
19731016,   0.60
19731017,   0.50
19731018,   1.07
19731019,   0.65
19731022,   0.28
19731023,   0.30
19731024,   0.25
19731025,   0.39
19731026,   0.50
19731029,   0.56
19731030,   0.59
19731031,   0.33
19731101,   0.69
19731102,   0.49
19731105,   0.43
19731106,   0.10
19731107,  -0.12
19731108,   0.28
19731109,   0.43
19731112,   0.93
19731113,   1.73
19731114,   0.52
19731115,   0.29
19731116,  -0.18
19731119,   0.17
19731120,   0.46
19731121,   0.29
19731123,  -0.23
19731126,   0.77
19731127,   0.56
19731128,   0.38
19731129,   1.24
19731130,   0.79
19731203,   1.22
19731204,   1.46
19731205,   1.95
19731206,  -1.09
19731207,  -0.94
19731210,   0.73
19731211,   2.18
19731212,   1.08
19731213,   0.40
19731214,  -0.82
19731217,   0.81
19731218,   0.43
19731219,   0.24
19731220,   0.23
19731221,   0.28
19731224,   0.02
19731226,  -0.61
19731227,  -0.81
19731228,   1.02
19731231,  -0.34
19740102,  -1.04
19740103,  -2.42
19740104,  -0.97
19740107,  -0.21
19740108,   0.84
19740109,   0.40
19740110,  -0.09
19740111,  -0.59
19740114,  -0.04
19740115,   0.38
19740116,  -0.61
19740117,  -1.56
19740118,  -0.03
19740121,  -0.60
19740122,  -0.77
19740123,  -1.01
19740124,   0.27
19740125,  -0.29
19740128,   0.19
19740129,   0.10
19740130,  -0.49
19740131,  -0.20
19740201,   0.43
19740204,   0.79
19740205,   0.20
19740206,  -0.33
19740207,   0.01
19740208,   0.32
19740211,   0.32
19740212,  -0.04
19740213,  -0.13
19740214,   0.07
19740215,  -0.20
19740219,   0.01
19740220,  -0.07
19740221,   0.09
19740222,   0.15
19740225,  -0.17
19740226,  -0.57
19740227,  -0.31
19740228,  -0.27
19740301,   0.20
19740304,   0.00
19740305,  -1.24
19740306,  -1.05
19740307,  -0.04
19740308,  -0.65
19740311,  -0.84
19740312,  -0.31
19740313,  -0.40
19740314,  -0.11
19740315,   0.09
19740318,   0.34
19740319,   0.32
19740320,   0.14
19740321,   0.32
19740322,   0.01
19740325,  -0.29
19740326,   0.14
19740327,   0.74
19740328,   0.28
19740329,   0.27
19740401,   0.41
19740402,  -0.14
19740403,  -0.32
19740404,   0.07
19740405,  -0.01
19740408,  -0.02
19740409,   0.30
19740410,   0.41
19740411,   0.08
19740415,   0.18
19740416,   0.17
19740417,   0.17
19740418,   0.28
19740419,   0.09
19740422,   0.13
19740423,  -0.13
19740424,   0.01
19740425,  -0.33
19740426,  -0.10
19740429,   0.10
19740430,   0.13
19740501,   0.11
19740502,   0.22
19740503,   0.48
19740506,   0.12
19740507,  -0.11
19740508,  -0.06
19740509,  -0.14
19740510,  -0.01
19740513,   0.26
19740514,   0.36
19740515,   0.28
19740516,  -0.17
